,8.4,-31.1,48.9,,,183.2,13.9,,1017.1,
1957-08-23,27.3,20.7,34.2,,,,,,,
1957-08-24,18.0,16.1,31.2,,,,,,,
1957-08-25,16.6,8.2,24.5,,,,,,,
1957-08-26,19.0,8.1,26.4,,,,,,,
1957-08-27,21.8,14.3,31.3,1.2,,,,,,
1957-08-28,21.0,16.8,26.4,19.2,,,,,,
1957-08-29,22.3,15.7,29.9,,,,,,,
1957-08-30,21.4,17.8,27.4,10.8,,,,,,
1957-08-31,18.4,13.3,24.0,,,,,,,
1957-09-01,19.4,16.2,25.3,8.4,,,,,,
1957-09-02,18.5,15.2,23.1,,,,,,,
1957-09-03,19.2,13.3,27.7,,,,,,,
1957-09-04,19.5,15.5,24.6,0.8,,,,,,
1957-09-05,20.0,15.0,26.3,,,,,,,
1957-09-06,17.4,15.2,21.1,,,,,,,
1957-09-07,18.4,13.9,23.6,,,,,,,
1957-09-08,18.2,13.0,23.6,,,,,,,
1957-09-09,16.0,9.7,23.6,,,,,,,
1957-09-10,17.0,8.5,24.9,,,,,,,
1957-09-11,16.2,12.7,23.6,12.6,,,,,,
1957-09-12,17.2,13.9,21.3,0.2,,,,,,
1957-09-13,17.8,13.3,24.6,2.2,,,,,,
1957-09-14,19.6,15.3,26.2,,,,,,,
1957-09-15,20.1,15.0,27.1,2.3,,,,,,
1957-09-16,18.4,15.8,24.1,,,,,,,
1957-09-17,19.1,13.3,29.8,,,,,,,
1957-09-18,12.2,7.9,17.7,,,,,,,
1957-09-19,13.3,10.0,17.8,0.1,,,,,,
1957-09-20,13.6,8.1,19.4,,,,,,,
1957-09-21,11.8,10.2,16.3,5.8,,,,,,
1957-09-22,10.7,6.3,16.8,,,,,,,
1957-09-23,14.9,9.2,23.5,,,,,,,
1957-09-24,15.9,10.7,22.1,,,,,,,
1957-09-25,10.8,7.9,17.4,2.3,,,,,,
1957-09-26,7.0,3.9,10.3,,,,,,,
1957-09-27,6.3,1.8,12.0,,,,,,,
1957-09-28,6.4,4.9,9.2,,,,,,,
1957-09-29,9.0,6.7,12.9,,,,,,,
1957-09-30,11.5,5.8,18.4,,,,,,,
1957-10-01,10.2,8.2,15.5,2.0,,,,,,
1957-10-02,7.1,6.2,9.0,7.3,,,,,,
1957-10-03,5.3,0.7,10.4,0.2,,,,,,
1957-10-04,5.9,1.4,10.4,0.7,,,,,,
1957-10-05,6.8,4.4,9.8,1.1,,,,,,
1957-10-06,5.4,0.6,12.1,,,,,,,
1957-10-07,7.6,5.3,10.2,4.6,,,,,,
1957-10-08,5.4,3.4,10.8,1.0,,,,,,
1957-10-09,2.9,0.1,6.5,,,,,,,
1957-10-10,1.2,-3.0,6.9,,,,,,,
1957-10-11,1.5,-4.3,7.4,,,,,,,
1957-10-12,5.4,0.4,12.0,,,,,,,
1957-10-13,6.5,2.4,13.6,,,,,,,
1957-10-14,7.0,2.2,14.7,,,,,,,
1957-10-15,8.2,4.5,13.9,,,,,,,
1957-10-16,3.7,-1.3,10.0,,,,,,,
1957-10-17,3.1,-1.0,11.7,,,,,,,
1957-10-18,3.8,-1.7,10.5,,,,,,,
1957-10-19,10.2,4.8,18.4,,,,,,,
1957-10-20,11.9,7.2,19.4,,,,,,,
1957-10-21,8.8,5.2,13.0,,,,,,,
1957-10-22,6.8,3.3,11.4,,,,,,,
1957-10-23,7.2,4.8,10.0,,,,,,,
1957-10-24,7.6,3.3,11.7,,,,,,,
1957-10-25,8.7,6.2,12.0,,,,,,,
1957-10-26,3.8,-0.7,10.3,,,,,,,
1957-10-27,7.2,2.1,12.6,,,,,,,
1957-10-28,7.2,1.9,15.0,,,,,,,
1957-10-29,4.4,,11.4,,,,,,,
1957-10-30,4.9,-4.3,15.5,,,,,,,
1957-10-31,4.2,-0.1,9.0,,,,,,,
1957-11-01,3.0,-0.7,7.9,,,,,,,
1957-11-02,5.1,3.8,6.8,0.2,,,,,,
1957-11-03,8.5,6.2,11.0,,,,,,,
1957-11-04,9.8,8.7,11.5,0.6,,,,,,
1957-11-05,10.2,7.9,14.2,,,,,,,
1957-11-06,8.0,3.8,13.1,,,,,,,
1957-11-07,6.9,4.4,10.6,,,,,,,
1957-11-08,7.2,5.1,10.7,,,,,,,
1957-11-09,7.2,4.8,10.9,,,,,,,
1957-11-10,4.6,3.3,6.4,0.1,,,,,,
1957-11-11,5.2,3.5,6.4,7.7,,,,,,
1957-11-12,1.4,0.8,4.0,,,,,,,
1957-11-13,-0.6,-2.8,0.9,,,,,,,
1957-11-14,-1.2,-3.1,1.0,,,,,,,
1957-11-15,,-1.8,3.0,,,,,,,
1957-11-16,-1.3,-3.9,0.7,,,,,,,
1957-11-17,1.0,,2.7,,,,,,,
1957-11-18,-2.3,-6.3,1.8,,,,,,,
1957-11-19,-1.3,-4.1,1.3,0.1,,,,,,
1957-11-20,-7.4,-10.2,-3.8,,,,,,,
1957-11-21,-3.2,-7.4,-0.3,,,,,,,
1957-11-22,-0.5,-2.2,1.0,,,,,,,
1957-11-23,-0.3,-3.8,3.4,,,,,,,
1957-11-24,0.1,-1.2,2.5,2.1,,,,,,
1957-11-25,0.8,-0.7,2.6,0.9,,,,,,
1957-11-26,-1.2,-4.2,3.1,,,,,,,
1957-11-27,-3.1,-7.4,2.9,6.1,,,,,,
1957-11-28,-6.8,-13.2,2.8,1.2,,,,,,
1957-11-29,-6.0,-13.0,1.4,8.9,,,,,,
1957-11-30,-2.4,-6.9,1.5,13.5,,,,,,
1957-12-01,-10.4,-12.0,-6.9,,,,,,,
1957-12-02,-8.5,-15.5,-2.5,0.1,,,,,,
1957-12-03,-1.0,-4.3,0.7,3.9,,,,,,
1957-12-04,-8.1,-9.9,-4.0,,,,,,,
1957-12-05,-4.8,-8.4,-2.8,0.3,,,,,,
1957-12-06,-1.6,-3.4,-0.7,0.1,,,,,,
1957-12-07,-6.3,-6.9,-2.1,,,,,,,
1957-12-08,-3.9,-6.4,-1.8,,,,,,,
1957-12-09,-1.5,-6.0,1.8,0.4,,,,,,
1957-12-10,-0.2,-2.5,2.0,,,,,,,
1957-12-11,-3.2,-5.3,-1.4,7.0,,,,,,
1957-12-12,-7.0,-10.9,-3.6,,,,,,,
1957-12-13,-0.4,-5.2,1.5,0.1,,,,,,
1957-12-14,5.8,0.9,8.7,1.0,,,,,,
1957-12-15,2.4,-3.1,7.9,,,,,,,
1957-12-16,-8.0,-10.4,-2.9,,,,,,,
1957-12-17,-8.8,-11.7,-4.4,,,,,,,
1957-12-18,-8.6,-11.8,-5.6,,,,,,,
1957-12-19,-7.2,-10.3,-4.7,,,,,,,
1957-12-20,-4.2,-5.7,-1.6,,,,,,,
1957-12-21,-3.5,-5.6,-1.5,,,,,,,
1957-12-22,-1.0,-2.2,0.3,,,,,,,
1957-12-23,-0.1,-0.5,0.5,,,,,,,
1957-12-24,-0.5,-1.0,0.3,,,,,,,
1957-12-25,-1.0,-1.4,-0.1,,,,,,,
1957-12-26,-1.1,-1.6,-0.5,,,,,,,
1957-12-27,-1.3,-2.2,-0.3,,,,,,,
1957-12-28,0.7,-0.6,1.5,,,,,,,
1957-12-29,0.2,-2.5,2.5,,,,,,,
1957-12-30,0.7,-0.4,2.6,,,,,,,
1957-12-31,-0.1,-1.1,1.9,,,,,,,
1958-01-01,-2.4,-3.8,-0.7,,,,,,,
1958-01-02,0.9,-1.6,2.9,,,,,,,
1958-01-03,-2.6,-5.0,1.0,,,,,,,
1958-01-04,-5.6,-6.7,-4.0,,,,,,,
1958-01-05,-11.7,-14.0,-6.4,,,,,,,
1958-01-06,-15.8,-17.8,-13.5,,,,,,,
1958-01-07,-7.6,-15.2,-3.1,4.5,,,,,,
1958-01-08,0.5,-3.3,2.4,6.9,,,,,,
1958-01-09,-7.4,-14.8,1.3,,,,,,,
1958-01-10,-12.1,-17.6,-6.6,,,,,,,
1958-01-11,-6.4,-9.7,-4.0,0.8,,,,,,
1958-01-12,-1.5,-4.3,1.6,0.2,,,,,,
1958-01-13,-4.4,-6.3,0.1,,,,,,,
1958-01-14,-7.3,-8.9,-5.0,,,,,,,
1958-01-15,-8.4,-9.1,-6.9,0.1,,,,,,
1958-01-16,-11.2,-14.3,-8.7,,,,,,,
1958-01-17,-6.7,-14.3,-3.0,,,,,,,
1958-01-18,-0.4,-3.8,1.4,1.7,,,,,,
1958-01-19,-1.8,-6.0,1.2,,,,,,,
1958-01-20,0.5,-0.3,1.4,,,,,,,
1958-01-21,0.5,-0.7,1.3,,,,,,,
1958-01-22,2.8,0.6,5.3,0.3,,,,,,
1958-01-23,0.9,-1.3,4.2,1.9,,,,,,
1958-01-24,-1.1,-2.2,0.5,,,,,,,
1958-01-25,-0.8,-3.1,0.2,4.3,,,,,,
1958-01-26,0.3,-0.2,0.6,1.4,,,,,,
1958-01-27,-3.9,-5.8,0.3,0.9,,,,,,
1958-01-28,-6.8,-9.5,-4.0,,,,,,,
1958-01-29,-4.0,-5.2,-2.6,1.8,,,,,,
1958-01-30,-7.9,-9.8,-2.5,0.2,,,,,,
1958-01-31,-12.7,-15.7,-8.8,,,,,,,
1958-02-01,-15.4,-18.9,-11.6,,,,,,,
1958-02-02,-11.6,-16.7,-8.6,0.5,,,,,,
1958-02-03,-16.1,-20.6,-10.9,,,,,,,
1958-02-04,-8.3,-13.0,-3.8,4.2,,,,,,
1958-02-05,-4.9,-9.0,-1.6,0.1,,,,,,
1958-02-06,0.4,-5.0,2.3,1.4,,,,,,
1958-02-07,-2.0,-4.8,2.4,2.8,,,,,,
1958-02-08,-5.4,-8.4,-3.3,9.0,,,,,,
1958-02-09,-10.2,-17.2,-2.6,,,,,,,
1958-02-10,0.5,-3.8,3.0,2.1,,,,,,
1958-02-11,-4.8,-7.6,0.7,1.5,,,,,,
1958-02-12,-0.9,-3.1,1.2,,,,,,,
1958-02-13,2.0,1.1,3.9,0.1,,,,,,
1958-02-14,2.2,1.4,3.4,0.5,,,,,,
1958-02-15,1.0,-0.2,2.0,1.0,,,,,,
1958-02-16,1.2,0.3,2.4,1.1,,,,,,
1958-02-17,1.1,-0.2,2.4,10.6,,,,,,
1958-02-18,0.9,-0.7,2.5,,,,,,,
1958-02-19,-0.2,-0.8,1.4,0.9,,,,,,
1958-02-20,3.7,-0.9,9.5,7.8,,,,,,
1958-02-21,-1.9,-3.3,3.0,0.3,,,,,,
1958-02-22,-1.2,-3.8,1.5,,,,,,,
1958-02-23,2.6,0.2,5.4,,,,,,,
1958-02-24,-0.6,-6.0,3.3,2.9,,,,,,
1958-02-25,-7.4,-9.7,-4.2,0.1,,,,,,
1958-02-26,-5.7,-10.6,-1.0,,,,,,,
1958-02-27,-0.2,-2.4,1.6,,,,,,,
1958-02-28,0.7,-0.3,3.1,0.3,,,,,,
1958-03-01,0.3,-0.3,1.4,,,,,,,
1958-03-02,0.9,-0.6,2.5,0.2,,,,,,
1958-03-03,2.8,1.7,5.0,2.3,,,,,,
1958-03-04,1.0,0.2,2.6,5.2,,,,,,
1958-03-05,-2.2,-3.8,0.2,0.3,,,,,,
1958-03-06,-2.4,-3.8,-1.1,0.7,,,,,,
1958-03-07,0.4,-2.0,2.5,0.4,,,,,,
1958-03-08,3.0,0.5,7.0,,,,,,,
1958-03-09,3.6,1.5,6.1,3.2,,,,,,
1958-03-10,4.5,3.3,6.5,2.9,,,,,,
1958-03-11,1.7,-0.7,6.8,4.8,,,,,,
1958-03-12,-0.1,-3.8,5.5,,,,,,,
1958-03-13,1.7,0.1,3.3,4.4,,,,,,
1958-03-14,-1.2,-1.8,3.5,,,,,,,
1958-03-15,-1.2,-4.3,2.6,,,,,,,
1958-03-16,,-0.7,1.1,5.2,,,,,,
1958-03-17,-1.5,-3.2,0.5,,,,,,,
1958-03-18,-2.2,-3.4,0.1,0.2,,,,,,
1958-03-19,-5.2,-7.4,-1.5,,,,,,,
1958-03-20,-10.4,-15.7,-5.7,,,,,,,
1958-03-21,-6.4,-10.7,-1.4,,,,,,,
1958-03-22,-7.8,-11.1,-3.0,,,,,,,
1958-03-23,-10.2,-15.5,-3.5,,,,,,,
1958-03-24,-8.8,-13.5,-2.8,,,,,,,
1958-03-25,-6.2,-11.4,-0.4,,,,,,,
1958-03-26,-2.9,-7.7,2.8,,,,,,,
1958-03-27,1.1,-4.8,8.8,,,,,,,
1958-03-28,2.1,-3.3,8.7,,,,,,,
1958-03-29,1.4,,4.6,0.7,,,,,,
1958-03-30,0.8,-0.2,2.1,3.5,,,,,,
1958-03-31,1.3,-0.3,3.5,,,,,,,
1958-04-01,0.9,-0.4,3.9,,,,,,,
1958-04-02,-1.1,-2.0,0.3,2.7,,,,,,
1958-04-03,0.1,-2.0,3.7,0.5,,,,,,
1958-04-04,2.0,-0.2,4.2,0.3,,,,,,
1958-04-05,3.7,,8.2,,,,,,,
1958-04-06,6.5,1.4,12.7,,,,,,,
1958-04-07,6.5,3.6,10.3,1.2,,,,,,
1958-04-08,7.8,6.7,9.9,0.2,,,,,,
1958-04-09,6.6,4.3,9.5,,,,,,,
1958-04-10,5.5,3.5,8.2,2.5,,,,,,
1958-04-11,5.2,3.6,6.3,,,,,,,
1958-04-12,3.1,2.3,6.1,3.9,,,,,,
1958-04-13,2.8,0.9,6.4,0.1,,,,,,
1958-04-14,2.0,-1.5,4.5,,,,,,,
1958-04-15,4.6,2.2,7.7,,,,,,,
1958-04-16,6.5,2.0,11.9,,,,,,,
1958-04-17,7.2,1.6,13.0,,,,,,,
1958-04-18,7.4,6.6,10.2,0.6,,,,,,
1958-04-19,7.6,6.0,9.6,0.3,,,,,,
1958-04-20,8.0,1.8,12.7,,,,,,,
1958-04-21,8.1,2.3,13.8,0.1,,,,,,
1958-04-22,6.6,4.3,12.7,4.7,,,,,,
1958-04-23,6.0,2.8,8.4,1.5,,,,,,
1958-04-24,7.8,4.3,11.7,0.8,,,,,,
1958-04-25,6.8,5.3,8.0,11.5,,,,,,
1958-04-26,7.3,4.8,11.5,3.1,,,,,,
1958-04-27,9.9,4.1,15.3,,,,,,,
1958-04-28,11.8,5.7,16.9,,,,,,,
1958-04-29,10.7,7.8,14.9,0.1,,,,,,
1958-04-30,11.3,8.0,15.0,,,,,,,
1958-05-01,11.6,8.5,15.4,0.1,,,,,,
1958-05-02,10.3,5.2,15.5,0.3,,,,,,
1958-05-03,10.3,2.1,17.0,,,,,,,
1958-05-04,14.0,8.9,19.2,,,,,,,
1958-05-05,7.8,5.2,15.2,33.0,,,,,,
1958-05-06,7.4,3.0,12.7,0.9,,,,,,
1958-05-07,9.4,7.3,11.1,6.0,,,,,,
1958-05-08,10.0,7.3,12.4,9.6,,,,,,
1958-05-09,8.8,4.4,13.7,1.4,,,,,,
1958-05-10,11.1,5.7,17.0,1.0,,,,,,
1958-05-11,14.4,12.1,19.3,5.1,,,,,,
1958-05-12,18.0,11.7,26.3,,,,,,,
1958-05-13,22.1,15.1,29.4,,,,,,,
1958-05-14,17.7,14.6,27.2,,,,,,,
1958-05-15,15.2,7.3,21.6,,,,,,,
1958-05-16,19.8,11.1,27.4,,,,,,,
1958-05-17,21.7,13.8,29.1,,,,,,,
1958-05-18,23.1,16.7,30.0,,,,,,,
1958-05-19,16.3,11.1,24.4,0.5,,,,,,
1958-05-20,14.0,8.6,18.6,,,,,,,
1958-05-21,13.8,4.8,19.9,,,,,,,
1958-05-22,17.3,8.1,23.5,,,,,,,
1958-05-23,18.4,11.3,24.7,,,,,,,
1958-05-24,21.6,14.9,27.6,,,,,,,
1958-05-25,23.1,16.4,29.7,,,,,,,
1958-05-26,24.9,14.2,30.5,,,,,,,
1958-05-27,24.2,18.2,29.2,,,,,,,
1958-05-28,22.8,13.3,28.6,,,,,,,
1958-05-29,24.4,13.7,32.3,,,,,,,
1958-05-30,24.6,17.0,31.8,0.1,,,,,,
1958-05-31,25.0,18.4,30.4,,,,,,,
1958-06-01,20.6,17.3,27.7,2.3,,,,,,
1958-06-02,15.4,12.2,19.8,0.6,,,,,,
1958-06-03,16.4,12.1,21.2,,,,,,,
1958-06-04,17.7,12.8,22.1,,,,,,,
1958-06-05,20.4,15.0,26.1,,,,,,,
1958-06-06,18.6,15.3,23.2,13.8,,,,,,
1958-06-07,10.8,8.7,17.6,,,,,,,
1958-06-08,8.8,5.8,11.8,0.3,,,,,,
1958-06-09,11.5,9.7,13.1,13.4,,,,,,
1958-06-10,13.9,10.2,18.9,,,,,,,
1958-06-11,13.8,11.1,16.2,13.0,,,,,,
1958-06-12,16.7,11.5,22.6,,,,,,,
1958-06-13,18.3,15.1,21.9,7.0,,,,,,
1958-06-14,19.2,14.7,25.6,5.1,,,,,,
1958-06-15,13.6,10.1,18.1,0.8,,,,,,
1958-06-16,12.6,7.1,17.1,,,,,,,
1958-06-17,14.0,9.0,18.1,,,,,,,
1958-06-18,11.4,8.8,15.9,0.1,,,,,,
1958-06-19,12.4,5.2,18.5,,,,,,,
1958-06-20,13.8,11.1,18.6,1.3,,,,,,
1958-06-21,15.8,12.3,21.1,0.2,,,,,,
1958-06-22,19.4,14.2,25.3,,,,,,,
1958-06-23,21.2,17.4,26.4,,,,,,,
1958-06-24,21.0,16.3,27.4,8.3,,,,,,
1958-06-25,20.8,16.8,25.5,,,,,,,
1958-06-26,21.6,15.7,28.7,,,,,,,
1958-06-27,20.5,14.7,24.9,,,,,,,
1958-06-28,24.2,15.8,31.2,,,,,,,
1958-06-29,23.7,18.2,30.7,6.6,,,,,,
1958-06-30,21.8,19.1,26.3,1.1,,,,,,
1958-07-01,17.5,16.5,21.1,12.3,,,,,,
1958-07-02,17.6,15.7,21.6,14.1,,,,,,
1958-07-03,19.5,16.2,23.5,0.6,,,,,,
1958-07-04,19.9,14.0,25.0,,,,,,,
1958-07-05,19.2,16.9,25.3,6.2,,,,,,
1958-07-06,17.2,15.1,20.8,1.4,,,,,,
1958-07-07,15.8,13.9,19.5,0.8,,,,,,
1958-07-08,12.6,8.2,15.7,1.3,,,,,,
1958-07-09,13.2,10.1,18.8,0.9,,,,,,
1958-07-10,15.0,8.6,21.0,,,,,,,
1958-07-11,18.0,10.5,24.5,,,,,,,
1958-07-12,21.4,15.2,27.5,,,,,,,
1958-07-13,22.0,13.7,28.4,,,,,,,
1958-07-14,24.0,17.1,29.8,,,,,,,
1958-07-15,24.3,16.8,30.1,,,,,,,
1958-07-16,24.8,19.2,29.8,,,,,,,
1958-07-17,22.3,15.0,27.5,,,,,,,
1958-07-18,23.1,14.2,29.5,,,,,,,
1958-07-19,21.4,15.4,28.3,,,,,,,
1958-07-20,18.1,11.6,23.0,,,,,,,
1958-07-21,20.4,13.2,26.9,,,,,,,
1958-07-22,22.5,15.3,28.5,,,,,,,
1958-07-23,23.8,16.2,30.2,,,,,,,
1958-07-24,23.8,17.1,30.3,,,,,,,
1958-07-25,25.2,17.8,31.8,,,,,,,
1958-07-26,20.8,16.2,28.6,16.0,,,,,,
1958-07-27,16.0,13.3,19.4,12.1,,,,,,
1958-07-28,15.5,13.7,20.0,0.3,,,,,,
1958-07-29,17.1,13.2,21.8,1.5,,,,,,
1958-07-30,17.7,13.1,21.5,1.5,,,,,,
1958-07-31,19.4,14.0,25.6,,,,,,,
1958-08-01,19.2,15.8,24.1,,,,,,,
1958-08-02,18.6,14.8,24.1,,,,,,,
1958-08-03,20.3,12.8,26.5,,,,,,,
1958-08-04,22.6,15.0,29.5,,,,,,,
1958-08-05,22.4,16.6,29.7,,,,,,,
1958-08-06,18.4,15.0,22.7,5.3,,,,,,
1958-08-07,21.4,14.3,29.0,,,,,,,
1958-08-08,24.8,19.8,31.4,2.3,,,,,,
1958-08-09,24.9,19.1,31.4,,,,,,,
1958-08-10,23.8,17.8,30.9,,,,,,,
1958-08-11,18.9,15.2,23.6,2.3,,,,,,
1958-08-12,16.6,8.9,23.4,,,,,,,
1958-08-13,15.0,8.7,21.0,,,,,,,
1958-08-14,17.6,9.7,25.3,,,,,,,
1958-08-15,19.2,16.6,24.2,,,,,,,
1958-08-16,16.7,14.8,21.7,11.0,,,,,,
1958-08-17,17.3,12.4,23.5,,,,,,,
1958-08-18,19.1,14.8,24.4,1.1,,,,,,
1958-08-19,19.6,14.9,24.8,,,,,,,
1958-08-20,18.4,13.3,23.9,,,,,,,
1958-08-21,18.0,11.0,24.1,,,,,,,
1958-08-22,16.6,15.4,21.1,2.6,,,,,,
1958-08-23,16.3,10.2,23.0,,,,,,,
1958-08-24,17.0,13.7,22.8,8.2,,,,,,
1958-08-25,18.3,12.4,25.5,17.9,,,,,,
1958-08-26,18.4,12.7,24.6,,,,,,,
1958-08-27,21.6,14.3,28.5,11.0,,,,,,
1958-08-28,19.6,16.9,26.6,,,,,,,
1958-08-29,16.8,11.8,22.6,,,,,,,
1958-08-30,17.1,9.4,22.8,1.0,,,,,,
1958-08-31,17.3,13.2,23.3,,,,,,,
1958-09-01,14.4,11.5,18.4,,,,,,,
1958-09-02,9.6,5.4,13.6,,,,,,,
1958-09-03,10.4,7.6,13.6,,,,,,,
1958-09-04,12.6,4.9,18.6,,,,,,,
1958-09-05,13.5,10.2,19.2,,,,,,,
1958-09-06,13.2,7.0,20.8,,,,,,,
1958-09-07,12.0,6.6,17.9,,,,,,,
1958-09-08,11.3,6.9,17.2,,,,,,,
1958-09-09,13.8,7.4,21.4,,,,,,,
1958-09-10,16.2,9.0,23.4,,,,,,,
1958-09-11,15.8,13.5,20.3,3.3,,,,,,
1958-09-12,13.9,10.1,17.5,,,,,,,
1958-09-13,12.4,9.8,16.0,1.4,,,,,,
1958-09-14,10.9,3.5,19.2,,,,,,,
1958-09-15,13.3,7.2,19.8,,,,,,,
1958-09-16,10.0,5.4,16.2,,,,,,,
1958-09-17,6.6,1.5,10.7,,,,,,,
1958-09-18,4.7,-2.9,12.3,,,,,,,
1958-09-19,6.2,-1.9,14.8,,,,,,,
1958-09-20,8.0,0.4,16.9,,,,,,,
1958-09-21,9.5,1.4,17.5,,,,,,,
1958-09-22,9.8,1.4,18.6,,,,,,,
1958-09-23,12.8,6.1,22.0,,,,,,,
1958-09-24,12.1,10.8,17.0,2.3,,,,,,
1958-09-25,11.5,8.8,16.3,0.9,,,,,,
1958-09-26,14.3,8.8,20.0,,,,,,,
1958-09-27,13.3,11.8,18.3,4.6,,,,,,
1958-09-28,10.4,8.4,13.5,,,,,,,
1958-09-29,7.6,5.3,10.4,0.1,,,,,,
1958-09-30,7.1,1.0,14.4,,,,,,,
1958-10-01,9.0,2.1,17.0,,,,,,,
1958-10-02,10.2,1.7,19.1,,,,,,,
1958-10-03,10.0,1.5,19.5,,,,,,,
1958-10-04,9.1,4.6,15.5,,,,,,,
1958-10-05,8.2,0.6,16.3,,,,,,,
1958-10-06,11.1,5.0,16.4,,,,,,,
1958-10-07,10.6,4.3,18.4,,,,,,,
1958-10-08,9.2,3.4,16.5,,,,,,,
1958-10-09,6.4,0.2,12.2,,,,,,,
1958-10-10,5.7,-1.6,13.9,,,,,,,
1958-10-11,7.5,-0.2,16.2,,,,,,,
1958-10-12,8.1,-0.6,17.4,,,,,,,
1958-10-13,8.5,0.5,18.1,,,,,,,
1958-10-14,10.1,3.6,18.4,,,,,,,
1958-10-15,10.9,3.4,18.4,,,,,,,
1958-10-16,9.9,6.3,16.2,2.8,,,,,,
1958-10-17,9.2,6.7,12.6,0.3,,,,,,
1958-10-18,8.5,6.3,12.0,18.4,,,,,,
1958-10-19,6.7,5.1,9.4,,,,,,,
1958-10-20,4.9,2.0,7.8,12.9,,,,,,
1958-10-21,6.4,3.8,12.0,7.2,,,,,,
1958-10-22,4.6,1.8,8.9,,,,,,,
1958-10-23,4.9,0.7,9.5,0.4,,,,,,
1958-10-24,4.0,2.4,6.5,2.6,,,,,,
1958-10-25,5.2,0.5,9.4,,,,,,,
1958-10-26,5.9,4.0,8.8,0.9,,,,,,
1958-10-27,1.6,0.4,4.4,,,,,,,
1958-10-28,3.7,1.2,6.7,1.0,,,,,,
1958-10-29,,-2.3,3.2,,,,,,,
1958-10-30,0.4,-3.5,4.3,,,,,,,
1958-10-31,2.2,-1.2,7.4,,,,,,,
1958-11-01,1.6,-3.1,8.0,,,,,,,
1958-11-02,1.4,-1.8,8.4,,,,,,,
1958-11-03,4.7,-0.9,7.0,,,,,,,
1958-11-04,6.1,4.0,8.9,,,,,,,
1958-11-05,4.7,1.4,9.6,,,,,,,
1958-11-06,1.4,-1.1,5.5,,,,,,,
1958-11-07,1.1,-1.9,4.5,,,,,,,
1958-11-08,-1.4,-5.2,3.8,,,,,,,
1958-11-09,-0.7,-4.8,5.5,,,,,,,
1958-11-10,-0.5,-4.9,5.3,,,,,,,
1958-11-11,1.9,-0.6,4.7,,,,,,,
1958-11-12,1.2,-1.5,4.6,,,,,,,
1958-11-13,2.3,-0.2,6.0,,,,,,,
1958-11-14,1.2,-2.6,7.3,,,,,,,
1958-11-15,0.8,-3.1,7.2,,,,,,,
1958-11-16,0.5,-1.8,2.4,,,,,,,
1958-11-17,2.8,2.0,4.1,0.2,,,,,,
1958-11-18,1.2,-2.7,4.5,,,,,,,
1958-11-19,2.4,0.4,5.8,,,,,,,
1958-11-20,-2.5,-5.8,0.5,,,,,,,
1958-11-21,-0.7,-5.1,4.6,,,,,,,
1958-11-22,-1.8,-6.2,3.5,,,,,,,
1958-11-23,-1.4,-4.1,1.0,0.1,,,,,,
1958-11-24,2.6,-0.4,5.4,0.8,,,,,,
1958-11-25,2.9,2.2,3.4,,,,,,,
1958-11-26,1.0,0.2,2.7,0.8,,,,,,
1958-11-27,-5.0,-10.6,2.6,1.2,,,,,,
1958-11-28,-9.7,-12.1,-7.6,,,,,,,
1958-11-29,-5.0,-9.8,-1.8,0.6,,,,,,
1958-11-30,-6.7,-8.9,-4.2,,,,,,,
1958-12-01,-1.8,-6.5,0.4,,,,,,,
1958-12-02,-4.6,-10.2,0.3,,,,,,,
1958-12-03,-12.5,-16.7,-7.6,,,,,,,
1958-12-04,-8.2,-13.1,-4.0,,,,,,,
1958-12-05,-0.5,-4.1,0.4,,,,,,,
1958-12-06,-2.4,-3.1,,0.5,,,,,,
1958-12-07,-4.6,-6.6,-1.4,,,,,,,
1958-12-08,-5.8,-8.6,-2.6,,,,,,,
1958-12-09,-9.5,-13.3,-6.7,,,,,,,
1958-12-10,-3.6,-9.6,1.5,0.9,,,,,,
1958-12-11,-2.3,-5.6,1.0,,,,,,,
1958-12-12,-1.2,-2.9,1.0,,,,,,,
1958-12-13,4.4,-0.2,6.0,4.7,,,,,,
1958-12-14,1.5,0.5,4.2,,,,,,,
1958-12-15,3.7,1.2,6.2,,,,,,,
1958-12-16,4.4,3.7,5.3,2.1,,,,,,
1958-12-17,3.3,2.5,5.5,8.5,,,,,,
1958-12-18,5.1,2.7,6.2,3.2,,,,,,
1958-12-19,5.5,3.1,7.4,3.8,,,,,,
1958-12-20,1.1,-0.1,3.3,,,,,,,
1958-12-21,-0.8,-1.2,0.3,0.1,,,,,,
1958-12-22,-0.8,-1.6,-0.2,0.5,,,,,,
1958-12-23,-1.2,-2.6,0.6,2.7,,,,,,
1958-12-24,1.6,0.4,2.7,3.1,,,,,,
1958-12-25,1.8,1.2,3.0,,,,,,,
1958-12-26,-4.6,-9.2,1.7,2.2,,,,,,
1958-12-27,-12.2,-13.3,-8.8,2.6,,,,,,
1958-12-28,-12.6,-14.4,-10.9,0.2,,,,,,
1958-12-29,-7.9,-11.7,-5.2,1.2,,,,,,
1958-12-30,-2.3,-5.6,1.0,1.8,,,,,,
1958-12-31,,-0.5,1.0,0.6,,,,,,
1959-01-01,0.5,-1.3,1.4,0.2,,,,,,
1959-01-02,1.4,0.2,2.5,0.4,,,,,,
1959-01-03,-1.4,-3.1,0.1,,,,,,,
1959-01-04,0.8,-0.1,1.7,0.8,,,,,,
1959-01-05,1.3,,2.9,7.3,,,,,,
